"contracted","count_contr","elliptical_rate","origin","len.text"
"['and so on']",4e-04,0,"scientific",2607
"[""hasn't""]",4e-04,0,"scientific",2311
"[""isn't""]",3e-04,0,"scientific",3615
"['and so on']",2e-04,0,"scientific",5324
"['Asian virus', 'Asian virus']",3e-04,0,"scientific",7563
"[""can't"", ' Corona ']",3e-04,0,"scientific",6482
"['and so on', 'and so on', 'and so on', 'and so on']",3e-04,0,"scientific",12899
"[""isn't""]",6e-04,0,"scientific",1561
"['and so on']",2e-04,0,"scientific",6230
"['and so on']",6e-04,0,"scientific",1772
"[""aren't""]",3e-04,0,"scientific",3490
"['and so on', 'and so on']",3e-04,0,"scientific",6279
"['and so on', ""won't""]",0,0,"scientific",65057
"[""Aren't"", ' rona ', ' corona ']",3e-04,0,"scientific",9705
"[""can't""]",7e-04,0,"scientific",1386
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't""]",0.0012,0,"scientific",4920
"[""isn't""]",5e-04,0,"scientific",1879
"['and so on']",1e-04,0,"scientific",7693
"['and so on']",1e-04,0,"scientific",12157
"['and so on']",2e-04,0,"scientific",6556
"[""hasn't""]",6e-04,0,"scientific",1707
"[""can't""]",7e-04,0,"scientific",1478
"['and so on']",0,0,"scientific",24008
"[""won't""]",3e-04,0,"scientific",2882
"[""can't""]",2e-04,0,"scientific",5143
"[""can't""]",4e-04,0,"scientific",2534
"['and so on', '""corona""']",1e-04,0,"scientific",19340
"['and so on']",1e-04,0,"scientific",12151
"[""won't""]",0.0017,0,"scientific",576
"['and so on']",2e-04,0,"scientific",6128
"[""hasn't""]",0,0,"scientific",185068
"[""can't"", ""hasn't""]",2e-04,0,"scientific",8043
"['and so on', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0074,0,"scientific",2290
"[""can't""]",0,8.20943921320735e-06,"scientific",121841
"['and so on']",1e-04,6.66933440042684e-05,"scientific",14994
"['and so on']",6e-04,0,"scientific",1809
"[""aren't"", ""can't"", ""haven't"", ""isn't"", ""isn't"", ""isn't"", ' corona ']",1e-04,0,"scientific",105757
"['and so on']",1e-04,0,"scientific",9844
"['and so on', 'and so on']",1e-04,0,"scientific",19416
"[""can't""]",6e-04,0,"scientific",1728
"['and so on']",2e-04,0,"scientific",4964
"['China virus', 'China virus', 'China virus']",7e-04,0,"scientific",4395
"['and so on']",3e-04,0,"scientific",2957
"[""won't"", ' corona ']",3e-04,0,"scientific",6861
"['and so on', 'and so on', 'and so on']",6e-04,0,"scientific",4866
"['and so on']",2e-04,0,"scientific",4257
"[""aren't""]",1e-04,0,"scientific",9177
"[""can't""]",2e-04,0,"scientific",4153
"['and so on', ' corona ', ' corona ']",9e-04,0,"scientific",3353
"['and so on']",2e-04,0,"scientific",5052
"['and so on', ' Corona ', ' corona ', ' Corona ']",0.0013,0,"scientific",3006
"['and so on']",7e-04,0,"scientific",1479
"[""haven't""]",2e-04,0,"scientific",4141
"[""aren't""]",1e-04,0,"scientific",8440
"[""can't""]",7e-04,0,"scientific",1442
"['Asian virus']",3e-04,0,"scientific",2880
"['and so on']",3e-04,0,"scientific",3062
"[""hasn't""]",2e-04,0,"scientific",4778
"['and so on']",1e-04,0,"scientific",10702
"['and so on', ""can't"", ' corona ', ' corona ', ' corona ']",2e-04,0,"scientific",27097
"['and so on', 'and so on']",4e-04,0,"scientific",5144
"['and so on']",8e-04,0,"scientific",1252
"[""isn't""]",6e-04,0,"scientific",1691
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",4490
"[""aren't"", ""can't"", ""hasn't"", ""won't"", ""won't"", ""shouldn't"", ""isn't"", ""isn't""]",6e-04,0,"scientific",12569
"['and so on']",2e-04,0,"scientific",4874
"[""can't""]",2e-04,0,"scientific",5514
"['and so on']",3e-04,0,"scientific",3890
"['and so on']",4e-04,0,"scientific",2720
"['and so on']",3e-04,0,"scientific",3397
"['and so on', ' Corona ', ' Corona ', ' corona ']",0.0013,0,"scientific",3175
"['-rona ']",2e-04,0,"scientific",4276
"['and so on', ' Corona ']",6e-04,0,"scientific",3079
"[""can't""]",1e-04,0,"scientific",7401
"[""won't""]",4e-04,0,"scientific",2800
"[""can't"", ""can't""]",8e-04,0,"scientific",2565
"[""haven't""]",2e-04,0,"scientific",4562
"[""aren't""]",1e-04,0,"scientific",12878
"['and so on']",2e-04,0,"scientific",4978
"['and so on', 'and so on', 'and so on', ""can't"", ' gonna ']",9e-04,0,"scientific",5308
"['and so on']",1e-04,0,"scientific",8718
"[""can't"", ""haven't"", ""hasn't"", ""isn't"", ""isn't""]",9e-04,0,"scientific",5805
"[""hasn't"", ""isn't""]",4e-04,0,"scientific",5166
"[""isn't""]",0,9.31488985142751e-06,"scientific",107414
"[""can't""]",8e-04,0,"scientific",1240
"[""Can't"", ""can't"", ""can't"", ""can't"", ' gonna ']",0.0023,0,"scientific",2156
"[""haven't"", ""hasn't"", ""won't""]",0,4.36871996505024e-06,"scientific",228945
"['and so on']",4e-04,0,"scientific",2304
"['and so on']",2e-04,0,"scientific",4419
"['and so on', 'and so on']",3e-04,0,"scientific",6703
"[""can't"", ""can't""]",4e-04,0,"scientific",4681
"[""can't""]",2e-04,0,"scientific",4531
"[""won't"", ""isn't"", ""isn't""]",3e-04,0,"scientific",10014
"['and so on', 'and so on', 'and so on']",6e-04,0,"scientific",5208
"[""haven't""]",3e-04,0,"scientific",2915
"[""haven't""]",1e-04,0,"scientific",7030
"['and so on', 'and so on']",5e-04,0,"scientific",4342
"[""can't"", ""can't"", ""hasn't"", ""isn't""]",0.0016,0,"scientific",2556
"[""can't"", ""can't"", ""can't"", ""can't""]",6e-04,0,"scientific",6922
"['and so on', ""'corona "", ""'corona "", ""'corona "", ' corona ', '""corona ', ' Corona ', ' corona ']",0.0014,0,"scientific",5576
"[""aren't"", ""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""won't"", ""won't"", ""won't"", ""won't""]",0.0022,0,"scientific",7711
"[""can't""]",0,9.27648087421556e-06,"scientific",215612
"['and so on', ""haven't""]",0,0,"scientific",91799
"[""can't""]",2e-04,0,"scientific",5723
"['and so on', 'and so on']",2e-04,0,"scientific",11685
"['and so on']",3e-04,0,"scientific",3980
"['and so on']",1e-04,0,"scientific",9035
"['and so on', 'Kung flu']",4e-04,0,"scientific",4674
"['and so on']",2e-04,0,"scientific",5573
"['china virus', '""corona""']",3e-04,0,"scientific",5799
"['and so on']",2e-04,0,"scientific",4604
"['and so on', 'and so on', 'and so on']",3e-04,0,"scientific",9998
"['and so on', ""Can't"", ""hasn't"", ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona.', ' corona ']",0.001,0,"scientific",12402
"['and so on']",3e-04,0,"scientific",3026
"[""hasn't""]",5e-04,0,"scientific",2200
"[""haven't"", ""won't"", ""won't"", ""shouldn't"", ""isn't"", ""isn't""]",7e-04,0,"scientific",8396
"['and so on', 'and so on']",0,0,"scientific",64316
"['and so on', ' corona ', ' corona ', ' Corona ']",0.0011,0,"scientific",3730
"['and so on', 'and so on', 'and so on', 'and so on']",0.001,0,"scientific",4071
"['and so on', 'and so on']",1e-04,0,"scientific",16142
"['and so on', 'and so on', ""won't"", ""won't"", '-corona ']",1e-04,0,"scientific",36697
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",11550
"['and so on']",1e-04,0.000124161907126893,"scientific",8055
"[""shouldn't""]",1e-04,0,"scientific",12835
"['and so on']",1e-04,0,"scientific",10332
"[""isn't""]",4e-04,0,"scientific",2822
"[""aren't""]",9e-04,0,"scientific",1093
"[""can't"", ""isn't""]",0.0013,0.000629326620516048,"scientific",1589
"[""hasn't"", 'China virus', ' corona ']",0.0011,0,"scientific",2711
"[""haven't"", ""won't""]",3e-04,0,"scientific",7521
"[""isn't""]",1e-04,0,"scientific",6977
"['and so on']",1e-04,0,"scientific",10489
"['and so on']",1e-04,0,"scientific",7850
"['and so on']",2e-04,0,"scientific",4827
"[""can't"", ""won't"", ""isn't""]",5e-04,0,"scientific",6070
"['and so on']",2e-04,0,"scientific",5206
"['and so on', 'and so on', 'and so on', 'and so on']",5e-04,0,"scientific",8654
"[""shouldn't"", ' Corona ']",4e-04,0,"scientific",4517
"[""isn't""]",1e-04,0,"scientific",15847
"[""can't""]",5e-04,0,"scientific",2159
"[""haven't"", ""haven't""]",4e-04,0,"scientific",4922
"['and so on']",5e-04,0,"scientific",1899
"[""won't""]",2e-04,0,"scientific",4069
"[""aren't""]",1e-04,0,"scientific",13444
"[""can't""]",0.001,0,"scientific",1034
"['and so on']",4e-04,0,"scientific",2395
"['and so on', ' corona ']",4e-04,0,"scientific",5340
"[""won't""]",3e-04,0,"scientific",3607
"[""can't""]",4e-04,0,"scientific",2305
"['and so on']",4e-04,0,"scientific",2732
"[""Won't"", 'kung flu']",2e-04,0,"scientific",9083
"[""can't"", ' Corona ', ' Corona ', ' corona ']",5e-04,0,"scientific",8517
"[""can't""]",5e-04,0,"scientific",2056
"['and so on']",4e-04,0,"scientific",2342
"[""can't""]",2e-04,0,"scientific",4298
"[""isn't""]",1e-04,0,"scientific",7228
"[""won't""]",2e-04,0,"scientific",4618
"['and so on']",4e-04,0,"scientific",2558
"['and so on']",2e-04,0,"scientific",4218
"[""can't""]",2e-04,0,"scientific",6354
"[""shouldn't""]",3e-04,0,"scientific",3944
"['and so on', ' corona ', ' Corona ']",4e-04,0,"scientific",8096
"[""can't"", ""won't""]",4e-04,0,"scientific",4488
"[""hasn't""]",2e-04,0,"scientific",5269
"['and so on']",4e-04,0,"scientific",2818
"[""won't""]",3e-04,0,"scientific",3045
"[""can't""]",5e-04,0,"scientific",2135
"[""aren't""]",9e-04,0,"scientific",1098
"[""aren't""]",5e-04,0,"scientific",1941
"[""won't"", ' Corona ', ""'corona'"", ' corona ', ' Corona ', ' Corona ']",0.0012,0,"scientific",4807
"['and so on']",1e-04,0,"scientific",14248
"[""aren't""]",3e-04,0,"scientific",3083
"['and so on']",2e-04,0,"scientific",6264
"['and so on']",3e-04,0,"scientific",3496
"[""haven't"", ""won't"", ""'Corona "", ' Corona.', ' Corona ']",4e-04,0,"scientific",12368
"['and so on']",1e-04,0,"scientific",8936
"[""can't"", ""shouldn't""]",6e-04,0,"scientific",3207
"[""can't"", ""can't""]",3e-04,0,"scientific",7248
"['and so on', ' corona,']",8e-04,0,"scientific",2513
"[""'gonna "", ""'corona'""]",7e-04,0,"scientific",2818
"[""isn't""]",2e-04,0,"scientific",4367
"[""shouldn't"", ""shouldn't"", ' corona ', ' corona ']",0.001,0,"scientific",3900
"[""aren't""]",1e-04,0,"scientific",7754
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""can't"", 'Kung Flu', 'China Virus', ' corona ']",6e-04,0,"scientific",17244
"['and so on']",1e-04,0,"scientific",8086
"['and so on']",2e-04,0,"scientific",5967
"[""hasn't""]",7e-04,0,"scientific",1360
"['and so on']",5e-04,0,"scientific",2217
"[""isn't""]",3e-04,0,"scientific",3449
"[""isn't""]",2e-04,0,"scientific",5854
"[""shouldn't""]",1e-04,0,"scientific",6921
"[""can't""]",0.0015,0,"scientific",689
"['and so on']",3e-04,0,"scientific",3949
"['and so on', 'and so on']",7e-04,0,"scientific",2706
"[""can't""]",0,1.52511095182175e-05,"scientific",65569
"[""can't"", ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0033,0,"scientific",2723
"[""can't"", ""can't""]",4e-04,0,"scientific",4839
"[""isn't""]",3e-04,0,"scientific",3826
"['and so on']",3e-04,0,"scientific",3582
"[""can't""]",4e-04,0,"scientific",2297
"['and so on']",1e-04,0,"scientific",16068
"['and so on', 'and so on']",5e-04,0,"scientific",4145
"[""hasn't""]",0.001,0,"scientific",960
"[""can't""]",4e-04,0,"scientific",2755
"[""can't""]",3e-04,0,"scientific",2999
"['and so on', 'and so on', 'and so on']",2e-04,0,"scientific",14243
"['and so on', ""Can't"", ""Haven't"", 'China virus', ""'corona "", ' corona ']",6e-04,0,"scientific",9860
"[""can't"", ""can't"", ""won't"", ""isn't""]",0.0013,0,"scientific",3117
"['and so on']",2e-04,0,"scientific",6620
"['and so on']",4e-04,0,"scientific",2250
"['and so on']",3e-04,0,"scientific",3823
"['and so on']",3e-04,0,"scientific",3124
"['and so on', 'and so on']",7e-04,0,"scientific",2815
"['China virus', '""corona ', '""Corona.']",0.0011,0,"scientific",2631
"['and so on']",4e-04,0,"scientific",2492
"['and so on']",1e-04,0,"scientific",9315
"['and so on']",1e-04,0,"scientific",15307
"[""won't""]",3e-04,0,"scientific",3788
"['and so on', 'and so on']",2e-04,0,"scientific",13236
"['and so on']",2e-04,0,"scientific",6074
"['and so on', 'and so on']",6e-04,0,"scientific",3635
"['and so on', 'and so on']",4e-04,0,"scientific",5305
"[""isn't""]",2e-04,0,"scientific",4443
"[""aren't"", ""haven't"", ' corona ', ' corona ']",0.0011,0,"scientific",3618
"['and so on', 'and so on', 'and so on', ' corona ', ' corona ']",0,0,"scientific",159156
"[""hasn't""]",0,0,"scientific",49975
"['and so on', ""aren't"", ""isn't""]",5e-04,0.000158856235107228,"scientific",6299
"[""can't"", ""isn't"", ""isn't""]",0.001,0,"scientific",2940
"['and so on', 'and so on', 'and so on']",8e-04,0,"scientific",3780
"[""aren't""]",4e-04,0,"scientific",2804
"['and so on', 'and so on', 'and so on', 'and so on']",0.0016,0,"scientific",2515
"[""can't""]",2e-04,0,"scientific",6268
"['and so on']",2e-04,0,"scientific",6173
"[""aren't"", ""can't"", ""isn't"", ' corona ']",0.0011,0.000284981476204047,"scientific",3509
"['and so on']",1e-04,0,"scientific",9673
"[""won't""]",2e-04,0,"scientific",5211
"['and so on']",5e-04,0,"scientific",1894
"['and so on']",1e-04,0,"scientific",7644
"['and so on']",2e-04,0,"scientific",4100
"[""can't"", ""isn't""]",0.0012,0,"scientific",1719
"[""isn't""]",0.0012,0,"scientific",859
"[""won't"", ""won't""]",0.001,0,"scientific",2064
"[""haven't""]",3e-04,0,"scientific",3096
"[""can't"", ""can't"", ""can't"", ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0038,0,"scientific",3172
"[""isn't""]",0,0,"scientific",128167
"['and so on', 'And so on', ' corona ', ' corona ']",0.0016,0,"scientific",2564
"[""won't""]",4e-04,0,"scientific",2472
"[""haven't""]",1e-04,0,"scientific",9828
"[""isn't""]",2e-04,0,"scientific",4607
"['and so on']",2e-04,0,"scientific",5293
"['and so on']",2e-04,0,"scientific",5616
"[""can't""]",9e-04,0,"scientific",1072
"[""can't"", ""haven't""]",4e-04,0,"scientific",4815
"['and so on']",4e-04,0,"scientific",2339
"[""haven't"", ""haven't"", ""hasn't"", ""hasn't""]",8e-04,0,"scientific",4996
"[""won't"", ' Corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0015,0,"scientific",8489
"[""haven't"", ""haven't""]",3e-04,0,"scientific",5951
"[""won't""]",3e-04,0,"scientific",3318
"['and so on']",5e-04,0,"scientific",1942
"[""can't""]",1e-04,0,"scientific",9770
"[""Aren't""]",4e-04,0,"scientific",2520
"['and so on', 'and so on', 'and so on']",0.0011,0,"scientific",2797
"['and so on', ' Corona ']",2e-04,0,"scientific",9347
"[""hasn't""]",0,0,"scientific",24198
"[""can't""]",0.0011,0,"scientific",878
"['China virus', '#corona ', ' corona,', ' corona,', ' corona,', ' corona,', ' corona,', ' corona,', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' Corona ', ' Corona ']",8e-04,0,"scientific",21030
"['and so on']",1e-04,0,"scientific",9203
"[""can't"", ""can't"", ""can't"", ""can't"", ' gonna ', ' gonna ']",0.001,0,"scientific",5739
"[""shouldn't""]",3e-04,0,"scientific",3807
"['and so on', ' corona ']",5e-04,0,"scientific",4354
"['and so on']",5e-04,0,"scientific",2088
"[""can't"", ""won't""]",8e-04,0,"scientific",2656
"[""can't"", ""isn't""]",8e-04,0,"scientific",2560
"['and so on']",2e-04,0,"scientific",5662
"[""can't""]",1e-04,0,"scientific",13624
"['and so on', ""hasn't"", ""isn't""]",1e-04,0,"scientific",35248
"[""can't""]",3e-04,0,"scientific",3550
"[""can't"", ""haven't""]",8e-04,0,"scientific",2576
"['and so on']",2e-04,0,"scientific",4927
"['and so on', ' corona ', ' corona ', ' corona ']",1e-04,0,"scientific",58370
"[""can't""]",2e-04,0,"scientific",4185
"['and so on']",4e-04,0,"scientific",2549
"[""aren't"", ""isn't""]",4e-04,0,"scientific",4934
"[""can't"", ' corona ']",4e-04,0,"scientific",4526
"['and so on']",4e-04,0,"scientific",2818
"['and so on']",2e-04,0,"scientific",6658
"['and so on', 'and so on', 'and so on', 'and so on']",7e-04,0,"scientific",5863
"[' gonna ']",2e-04,0,"scientific",4816
"[""haven't""]",8e-04,0,"scientific",1236
"['and so on', 'and so on']",7e-04,0,"scientific",3068
"['and so on']",2e-04,0,"scientific",4958
"[""isn't"", ' corona ', ' corona ']",4e-04,0,"scientific",8447
"[""haven't""]",2e-04,0,"scientific",6666
"[""can't""]",3e-04,0,"scientific",3029
"['and so on', 'and so on', 'and so on', ""can't"", ""can't"", ""isn't""]",0.001,0,"scientific",5829
"['and so on', ""can't""]",3e-04,0,"scientific",6603
"[""can't"", ""won't""]",2e-04,0,"scientific",8501
"[""can't""]",0.001,0,"scientific",979
"[""can't"", ""can't""]",3e-04,0,"scientific",7853
"['and so on', 'and so on', ""can't"", ""can't""]",4e-04,0,"scientific",10413
"[""aren't""]",2e-04,0,"scientific",5516
"[""haven't""]",1e-04,0,"scientific",8918
"['and so on']",0,0,"scientific",23549
"[""can't"", ""Can't"", ""haven't"", ""haven't"", ""isn't"", ' corona ']",0,7.43544177677317e-06,"scientific",269002
"['and so on', 'and so on']",7e-04,0,"scientific",2771
"[""can't""]",1e-04,0,"scientific",8395
"['boomer remover', 'boomer remover']",0.0018,0,"scientific",1093
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""can't""]",0.0011,0,"scientific",7479
"['and so on']",2e-04,0,"scientific",5807
"['and so on', 'and so on']",8e-04,0,"scientific",2640
"['and so on']",2e-04,0,"scientific",5888
"['and so on']",0,0,"scientific",67513
"[""can't""]",3e-04,0,"scientific",3026
"['and so on']",5e-04,0,"scientific",2000
"[""aren't"", ""can't"", ""shouldn't"", ""isn't""]",0.0021,0,"scientific",1943
"['and so on']",1e-04,0,"scientific",7559
"['and so on']",1e-04,0,"scientific",9202
"[""shouldn't"", '-corona.']",3e-04,0,"scientific",7846
"[""hasn't""]",2e-04,0,"scientific",5134
"[""can't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""isn't"", ""isn't""]",0.001,0,"scientific",9579
"[""isn't""]",3e-04,0,"scientific",3412
"['and so on']",3e-04,0,"scientific",2962
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0018,0,"scientific",2727
"[""can't""]",1e-04,0,"scientific",11808
"[""hasn't"", ""hasn't""]",5e-04,0,"scientific",3956
"[""aren't""]",1e-04,0,"scientific",6820
"[""won't"", ""won't""]",7e-04,0,"scientific",3000
"[""can't"", ""can't""]",4e-04,0,"scientific",4935
"['and so on']",3e-04,0,"scientific",3403
"[""can't"", ""won't""]",5e-04,0,"scientific",3729
"['and so on']",3e-04,0,"scientific",3114
"[""can't""]",2e-04,0,"scientific",4299
"['and so on']",1e-04,0,"scientific",8780
"[""aren't""]",3e-04,0,"scientific",3488
"['and so on', ""aren't"", ""shouldn't"", ""shouldn't"", ""shouldn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", '""corona""', '""corona""']",2e-04,0,"scientific",78285
"['and so on']",2e-04,0,"scientific",4099
"[""isn't""]",2e-04,0,"scientific",4208
"[""aren't"", ' corona ']",6e-04,0,"scientific",3545
"['and so on', ' Corona ']",1e-04,0,"scientific",13338
"['and so on']",1e-04,0,"scientific",10415
"[""won't""]",3e-04,0,"scientific",3218
"[""Isn't""]",2e-04,0,"scientific",4559
"['and so on']",1e-04,0,"scientific",7057
"['and so on']",3e-04,0,"scientific",3473
"['and so on']",8e-04,0,"scientific",1278
"['and so on', 'and so on', ' Corona ']",2e-04,0,"scientific",15324
"['and so on']",1e-04,0,"scientific",7111
"['and so on', ""won't""]",3e-04,0,"scientific",7742
"[""isn't""]",4e-04,0,"scientific",2522
"['and so on', 'and so on']",4e-04,0,"scientific",5145
"[""can't"", ' Corona ', ' corona ']",5e-04,0,"scientific",6020
"['and so on']",1e-04,0,"scientific",8479
"[""hasn't""]",3e-04,0,"scientific",2998
"['and so on', 'and so on']",3e-04,0,"scientific",6767
"[""can't"", ' corona ', ' corona ']",7e-04,0,"scientific",4582
"[""haven't""]",2e-04,0,"scientific",4038
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' Corona ']",0.0022,0,"scientific",6337
"[""won't""]",1e-04,0,"scientific",7501
"['and so on', ' corona ']",9e-04,0,"scientific",2325
"['and so on', '(Corona ', ' Corona ']",4e-04,0,"scientific",6870
"['and so on']",9e-04,0,"scientific",1141
"[""won't""]",3e-04,0,"scientific",3200
"['and so on', ' corona,']",2e-04,0,"scientific",10146
"[""won't""]",0.0012,0,"scientific",822
"[""isn't""]",1e-04,0,"scientific",8185
"[""haven't"", ""hasn't"", ""won't""]",7e-04,0,"scientific",4200
"[""haven't"", ' corona ', ' corona ', ' corona ']",8e-04,0,"scientific",5101
"[""can't""]",2e-04,0,"scientific",5781
"['and so on', 'and so on', ""haven't"", ""haven't"", ""haven't"", ""hasn't"", ""hasn't"", ""isn't""]",0,4.41903011127118e-06,"scientific",226314
"['and so on', 'and so on', 'and so on', 'and so on']",6e-04,0,"scientific",6989
"['and so on']",7e-04,0,"scientific",1482
"[""can't"", ' corona ', ' corona ']",3e-04,0,"scientific",9610
"['and so on', ""isn't""]",0.0011,0.000540832882639265,"scientific",1849
"[""isn't"", ""isn't""]",3e-04,0,"scientific",7164
"['and so on', 'and so on', 'and so on', '""corona,', ' corona.']",0.0013,0,"scientific",3809
"[""haven't"", "" corona'""]",3e-04,0,"scientific",7190
"[""aren't"", ""haven't"", ""hasn't"", ""isn't""]",0.0014,0,"scientific",2955
"['china virus', '""corona""']",3e-04,0,"scientific",6721
"[""can't"", ""can't"", ""can't"", ""won't""]",4e-04,0,"scientific",8963
"[""haven't""]",2e-04,0,"scientific",4646
"['and so on']",1e-04,0,"scientific",6707
"['and so on', 'and so on', 'and so on', 'and so on']",0.0018,0,"scientific",2214
"[""won't"", ' Corona ']",5e-04,0,"scientific",4361
"[""aren't"", ""can't"", ""isn't"", ""isn't"", ' Corona ']",0,0,"scientific",179667
"['and so on']",1e-04,0,"scientific",7068
"['and so on']",6e-04,0,"scientific",1619
"['and so on']",2e-04,0,"scientific",6121
"['and so on']",2e-04,0,"scientific",5337
"['and so on']",3e-04,0,"scientific",2966
"[""won't""]",2e-04,0,"scientific",4109
"[""can't"", ""isn't""]",4e-04,0.000221827861579414,"scientific",4509
"['and so on']",1e-04,0,"scientific",8861
"['and so on', ""can't"", ""can't"", ""hasn't""]",0,4.13347828063837e-06,"scientific",241944
"['and so on']",2e-04,0,"scientific",4372
"[""hasn't""]",0.001,0,"scientific",960
"['and so on']",5e-04,0,"scientific",2050
"[""can't""]",5e-04,0,"scientific",2198
"[""hasn't"", ""isn't"", ' Corona ']",6e-04,0,"scientific",4895
"[""can't""]",4e-04,0,"scientific",2425
"[""can't"", ""hasn't""]",4e-04,0,"scientific",4792
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6631
"[""Aren't"", ""isn't""]",0.0014,0,"scientific",1459
"['and so on', 'and so on']",2e-04,0,"scientific",10668
"[""won't""]",2e-04,0,"scientific",4149
"['and so on', 'and so on', 'and so on', ""can't""]",6e-04,0,"scientific",6569
"[""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""haven't"", ""haven't"", ""won't"", ""isn't"", ""isn't""]",0.0023,0,"scientific",4326
"[""can't""]",9e-04,0,"scientific",1097
"['and so on']",0,8.69300647628982e-06,"scientific",115053
"[""aren't"", ""aren't"", ""Aren't"", ""Can't"", ""can't"", ""can't"", ""can't"", ""shouldn't"", ""isn't"", ""isn't""]",6e-04,0,"scientific",16425
"['and so on']",3e-04,0,"scientific",3875
"['and so on', 'and so on']",4e-04,0,"scientific",5019
"['and so on']",2e-04,0,"scientific",4339
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",4097
"[""won't""]",7e-04,0,"scientific",1476
"['and so on']",2e-04,0,"scientific",5716
"['and so on', ""haven't""]",0,0,"scientific",55019
"['and so on']",1e-04,0,"scientific",9957
"[""can't""]",2e-04,0,"scientific",4136
"[""won't"", ""isn't"", ""Isn't"", ' Corona ', ' corona ', ' corona ', ' Corona ']",8e-04,0,"scientific",8613
"['and so on', 'and so on', ""haven't"", ' corona ', ' corona)', ' corona ', ' corona ', ' corona ', ' corona,', ' corona,', ' corona ', ' corona ', ' corona ', ' corona)', ' corona ']",0.0013,0,"scientific",11741
"['and so on']",3e-04,0,"scientific",3556
"['and so on']",1e-04,0,"scientific",7938
"[""won't""]",8e-04,0,"scientific",1195
"[' gonna ']",1e-04,0,"scientific",11800
"['and so on']",2e-04,0,"scientific",4652
"['and so on']",2e-04,0,"scientific",4078
"['and so on']",1e-04,0,"scientific",17768
"[""won't""]",2e-04,0,"scientific",4430
"['and so on']",1e-04,0,"scientific",7515
"[""won't""]",1e-04,0,"scientific",7579
"[""can't""]",8e-04,0,"scientific",1179
"[""isn't""]",2e-04,0,"scientific",5535
"['and so on', 'and so on']",5e-04,0,"scientific",3894
"[""can't"", ""won't"", ' corona ', ' corona ', ' corona ', ' Corona ', ' corona ', ' Corona ', ' Corona ', ' corona ', ' corona ', ' Corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0013,8.4125515268781e-05,"scientific",11897
"[""can't""]",7e-04,0,"scientific",1367
"['and so on']",3e-04,0,"scientific",3702
"[""aren't""]",2e-04,0,"scientific",5116
"['and so on']",1e-04,0,"scientific",7222
"[""shouldn't""]",9e-04,0,"scientific",1154
"[""can't""]",1e-04,0,"scientific",7839
"['and so on']",1e-04,0,"scientific",11569
"[""shouldn't""]",1e-04,0,"scientific",7130
"[""won't"", ""won't"", ""won't""]",1e-04,0,"scientific",33883
"[""isn't""]",2e-04,0,"scientific",6263
"['and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",3479
"['and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",9517
"['and so on']",7e-04,0,"scientific",1383
"[""can't"", ""can't""]",8e-04,0,"scientific",2520
"['and so on', ' corona ', ' corona ']",8e-04,0,"scientific",3654
"[""can't""]",3e-04,0,"scientific",3215
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",8051
"[""haven't""]",1e-04,0,"scientific",7218
"[""can't"", 'China virus']",2e-04,0,"scientific",11003
"[""aren't""]",2e-04,0,"scientific",4827
"[""can't""]",3e-04,0,"scientific",3608
"[""Can't""]",3e-04,0,"scientific",3889
"['and so on']",3e-04,0,"scientific",3294
"[""aren't"", ""can't"", ""can't"", ""can't"", ""won't"", ""won't"", ""isn't""]",6e-04,0,"scientific",11220
